Lea State,LEA,School State,School,ID,Year,Category,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
VA,ARLINGTON CO PBLC SCHS,VA,WAKEFIELD HIGH,510027000111,2015,Taking AP tests for some AP courses taken,0.00,0.09,0.00,0.38,0.21,0.27,0.06,1.00,0.05,0.13
VA,ARLINGTON CO PBLC SCHS,VA,WAKEFIELD HIGH,510027000111,2015,Students who took AP courses but did not take any AP tests,0.00,0.11,0.00,0.29,0.29,0.29,0.03,1.00,0.06,0.18
VA,ARLINGTON CO PBLC SCHS,VA,WAKEFIELD HIGH,510027000111,2015,Passing some AP tests taken,0,0.09,0,0.36,0.13,0.35,0.07,1.00,0.03,0.12
VA,ARLINGTON CO PBLC SCHS,VA,WAKEFIELD HIGH,510027000111,2015,Passing no AP tests taken,0,0.09,0,0.42,0.34,0.11,0.04,1.00,0.06,0.16
VA,ARLINGTON CO PBLC SCHS,VA,WAKEFIELD HIGH,510027000111,2015,Total Enrollment (Secondary Schools),0.00,0.10,0.00,0.43,0.22,0.20,0.04,1.00,0.18,0.30
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Enrollment in AP classes,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,CRAIG CO PBLC SCHS,VA,CRAIG COUNTY HIGH,510102002111,2015,Total Enrollment (Secondary Schools),0.00,0.01,0.00,0.02,0.01,0.96,0.01,1.00,0.20,0.00
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Enrollment in AP classes,0.01,0.01,0.00,0.05,0.05,0.84,0.05,1.00,0.00,0.00
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Taking AP tests for some AP courses taken,0.00,0.02,0.00,0.02,0.06,0.86,0.06,1.00,0.00,0.00
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Students who took AP courses but did not take any AP tests,0.02,0.02,0.00,0.05,0.08,0.80,0.02,1.00,0.00,0.00
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Passing some AP tests taken,0,0,0,0,0,0.94,0.06,1.00,0,0
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Passing no AP tests taken,0,0,0,0.07,0.14,0.79,0,1.00,0,0
VA,CULPEPER CO PBLC SCHS,VA,CULPEPER COUNTY HIGH,510105000376,2015,Total Enrollment (Secondary Schools),0.00,0.02,0.00,0.12,0.12,0.70,0.03,1.00,0.08,0.05
VA,CULPEPER CO PBLC SCHS,VA,EASTERN VIEW HIGH,510105002758,2015,Enrollment in AP classes,0.01,0.05,0.00,0.10,0.15,0.66,0.03,1.00,0.00,0.01
VA,CULPEPER CO PBLC SCHS,VA,EASTERN VIEW HIGH,510105002758,2015,Taking AP tests for some AP courses taken,0.00,0.04,0.00,0.11,0.14,0.66,0.04,1.00,0.00,0.00
VA,CULPEPER CO PBLC SCHS,VA,EASTERN VIEW HIGH,510105002758,2015,Students who took AP courses but did not take any AP tests,0.02,0.04,0.00,0.11,0.16,0.65,0.03,1.00,0.00,0.00
VA,CULPEPER CO PBLC SCHS,VA,EASTERN VIEW HIGH,510105002758,2015,Passing some AP tests taken,0,0,0,0.10,0.10,0.80,0,1.00,0,0
VA,CULPEPER CO PBLC SCHS,VA,EASTERN VIEW HIGH,510105002758,2015,Passing no AP tests taken,0,0,0,0,0.19,0.81,0,1.00,0,0
VA,CULPEPER CO PBLC SCHS,VA,EASTERN VIEW HIGH,510105002758,2015,Total Enrollment (Secondary Schools),0.01,0.01,0.00,0.18,0.17,0.58,0.05,1.00,0.09,0.06
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,CUMBERLAND CO PBLC SCHS,VA,CUMBERLAND HIGH,510108000057,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.03,0.42,0.52,0.02,1.00,0.11,0.02
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Enrollment in AP classes,0.00,0.06,0.00,0.14,0.26,0.51,0.03,1.00,0.02,0.00
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Taking AP tests for some AP courses taken,0.00,0.04,0.00,0.16,0.19,0.56,0.05,1.00,0.02,0.00
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Students who took AP courses but did not take any AP tests,0.00,0.09,0.00,0.12,0.35,0.42,0.02,1.00,0.02,0.00
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Passing some AP tests taken,0,0,0,0.13,0,0.87,0,1.00,0,0
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Passing no AP tests taken,0,0,0,0.13,0.28,0.52,0.07,1.00,0,0
VA,DANVILLE CITY PBLC SCHS,VA,GEORGE WASHINGTON HIGH,510111000390,2015,Total Enrollment (Secondary Schools),0.00,0.02,0.00,0.07,0.71,0.19,0.01,1.00,0.18,0.03
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Enrollment in AP classes,0.01,0.05,0.00,0.06,0.68,0.13,0.07,1.00,0.00,0.00
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Taking AP tests for some AP courses taken,0.04,0.18,0.00,0.04,0.50,0.18,0.07,1.00,0.00,0.00
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Students who took AP courses but did not take any AP tests,0.00,0.04,0.00,0.06,0.72,0.11,0.06,1.00,0.00,0.00
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Passing some AP tests taken,0,0,0,0,0.50,0.50,0,1.00,0,0
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Passing no AP tests taken,0,0.17,0,0,0.55,0.19,0.10,1.00,0,0
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Total Enrollment (Secondary Schools),0.00,0.03,0.00,0.05,0.77,0.10,0.05,1.00,0.12,0.04
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Enrollment in AP classes,0.00,0.05,0.00,0.04,0.29,0.55,0.06,1.00,0.01,0.00
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Taking AP tests for some AP courses taken,0.00,0.09,0.00,0.03,0.19,0.63,0.05,1.00,0.02,0.01
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Students who took AP courses but did not take any AP tests,0.01,0.03,0.00,0.05,0.35,0.50,0.06,1.00,0.01,0.01
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Passing some AP tests taken,0,0.08,0,0.08,0.17,0.63,0.04,1.00,0,0
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Passing no AP tests taken,0,0.08,0,0,0.24,0.61,0.08,1.00,0,0
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Total Enrollment (Secondary Schools),0.00,0.03,0.00,0.05,0.42,0.45,0.05,1.00,0.11,0.00
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Enrollment in AP classes,0.00,0.01,0.01,0.06,0.65,0.20,0.07,1.00,0.03,0.00
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.00,0.05,0.61,0.24,0.10,1.00,0.10,0.00
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Students who took AP courses but did not take any AP tests,0.00,0.01,0.01,0.07,0.67,0.19,0.06,1.00,0.02,0.00
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Passing some AP tests taken,0,0,0,0,1.00,0,0,1.00,0,0
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Passing no AP tests taken,0,0,0,0,0.74,0.26,0,1.00,0,0
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.01,0.05,0.69,0.20,0.04,1.00,0.15,0.00
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.05,0.50,0.41,0.05,1.00,0.16,0.02
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Total Enrollment (Secondary Schools),0.04,0.00,0.00,0.00,0.82,0.07,0.07,1.00,0.25,0.00
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Total Enrollment (Secondary Schools),0.00,0.03,0.00,0.03,0.48,0.44,0.03,1.00,0.06,0.00
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Enrollment in AP classes,0,0,0,0,0,0,0,0,0,0
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Taking AP tests for some AP courses taken,0,0,0,0,0,0,0,0,0,0
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Students who took AP courses but did not take any AP tests,0,0,0,0,0,0,0,0,0,0
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,MONTGOMERY CO PBLC SCHS,VA,MONTGOMERY CENTRAL,510252002155,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.03,0.06,0.85,0.06,1.00,0.29,0.03
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Enrollment in AP classes,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Passing some AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,MONTGOMERY CO PBLC SCHS,VA,EASTERN MONTGOMERY HIGH,510252002541,2015,Total Enrollment (Secondary Schools),0.01,0.01,0.00,0.04,0.02,0.91,0.01,1.00,0.10,0.01
VA,NELSON CO PBLC SCHS,VA,NELSON COUNTY HIGH,510258001032,2015,Enrollment in AP classes,0.00,0.08,0.00,0.04,0.04,0.84,0.00,1.00,0.00,0.00
VA,NELSON CO PBLC SCHS,VA,NELSON COUNTY HIGH,510258001032,2015,Taking AP tests for some AP courses taken,0.00,0.08,0.00,0.04,0.04,0.84,0.00,1.00,0.00,0.00
VA,NELSON CO PBLC SCHS,VA,NELSON COUNTY HIGH,510258001032,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
VA,NELSON CO PBLC SCHS,VA,NELSON COUNTY HIGH,510258001032,2015,Passing some AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,NELSON CO PBLC SCHS,VA,NELSON COUNTY HIGH,510258001032,2015,Passing no AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,NELSON CO PBLC SCHS,VA,NELSON COUNTY HIGH,510258001032,2015,Total Enrollment (Secondary Schools),0.00,0.01,0.00,0.07,0.14,0.75,0.03,1.00,0.12,0.01
VA,NEW KENT CO PBLC SCHS,VA,NEW KENT  HIGH,510261002156,2015,Enrollment in AP classes,0.02,0.03,0.00,0.05,0.05,0.82,0.03,1.00,0.02,0.00
VA,NEW KENT CO PBLC SCHS,VA,NEW KENT  HIGH,510261002156,2015,Taking AP tests for some AP courses taken,0.00,0.03,0.00,0.05,0.05,0.83,0.03,1.00,0.00,0.00
VA,NEW KENT CO PBLC SCHS,VA,NEW KENT  HIGH,510261002156,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
VA,NEW KENT CO PBLC SCHS,VA,NEW KENT  HIGH,510261002156,2015,Passing some AP tests taken,0,0,0,0,0.07,0.93,0,1.00,0,0
VA,NEW KENT CO PBLC SCHS,VA,NEW KENT  HIGH,510261002156,2015,Passing no AP tests taken,0,0,0,0.07,0,0.93,0,1.00,0,0
VA,NEW KENT CO PBLC SCHS,VA,NEW KENT  HIGH,510261002156,2015,Total Enrollment (Secondary Schools),0.01,0.01,0.00,0.05,0.12,0.76,0.05,1.00,0.14,0.00
VA,NEWPORT NEWS CITY PBLC SCHS,VA,DENBIGH HIGH,510264001047,2015,Enrollment in AP classes,0.01,0.06,0.00,0.10,0.40,0.38,0.05,1.00,0.04,0.01
VA,NEWPORT NEWS CITY PBLC SCHS,VA,DENBIGH HIGH,510264001047,2015,Taking AP tests for some AP courses taken,0.01,0.07,0.00,0.11,0.38,0.40,0.03,1.00,0.03,0.02
VA,NEWPORT NEWS CITY PBLC SCHS,VA,DENBIGH HIGH,510264001047,2015,Students who took AP courses but did not take any AP tests,0.00,0.04,0.00,0.04,0.48,0.35,0.09,1.00,0.04,0.00
VA,NEWPORT NEWS CITY PBLC SCHS,VA,DENBIGH HIGH,510264001047,2015,Passing some AP tests taken,0,0,0,0.11,0.31,0.57,0,1.00,0,0
VA,NEWPORT NEWS CITY PBLC SCHS,VA,DENBIGH HIGH,510264001047,2015,Passing no AP tests taken,0,0.08,0,0.11,0.41,0.38,0.02,1.00,0.02,0
VA,NEWPORT NEWS CITY PBLC SCHS,VA,DENBIGH HIGH,510264001047,2015,Total Enrollment (Secondary Schools),0.00,0.05,0.00,0.14,0.53,0.25,0.03,1.00,0.16,0.09
VA,ROANOKE CITY PBLC SCHS,VA,WILLIAM FLEMING HIGH,510330001438,2015,Enrollment in AP classes,0.00,0.06,0.00,0.13,0.53,0.22,0.07,1.00,0.01,0.03
VA,ROANOKE CITY PBLC SCHS,VA,WILLIAM FLEMING HIGH,510330001438,2015,Taking AP tests for some AP courses taken,0.00,0.06,0.00,0.12,0.53,0.21,0.07,1.00,0.00,0.02
VA,ROANOKE CITY PBLC SCHS,VA,WILLIAM FLEMING HIGH,510330001438,2015,Students who took AP courses but did not take any AP tests,0.00,0.13,0.00,0.13,0.33,0.27,0.13,1.00,0.00,0.00
VA,ROANOKE CITY PBLC SCHS,VA,WILLIAM FLEMING HIGH,510330001438,2015,Passing some AP tests taken,0,0,0,0.11,0.31,0.47,0.11,1.00,0,0
VA,ROANOKE CITY PBLC SCHS,VA,WILLIAM FLEMING HIGH,510330001438,2015,Passing no AP tests taken,0,0.05,0,0.13,0.60,0.17,0.06,1.00,0,0.02
VA,ROANOKE CITY PBLC SCHS,VA,WILLIAM FLEMING HIGH,510330001438,2015,Total Enrollment (Secondary Schools),0.00,0.04,0.00,0.13,0.55,0.23,0.05,1.00,0.13,0.12
VA,ROANOKE CO PBLC SCHS,VA,CAVE SPRING HIGH,510333001447,2015,Enrollment in AP classes,0.00,0.08,0.00,0.03,0.03,0.83,0.03,1.00,0.01,0.02
VA,ROANOKE CO PBLC SCHS,VA,CAVE SPRING HIGH,510333001447,2015,Taking AP tests for some AP courses taken,0.00,0.08,0.00,0.01,0.03,0.86,0.02,1.00,0.00,0.02
VA,ROANOKE CO PBLC SCHS,VA,CAVE SPRING HIGH,510333001447,2015,Students who took AP courses but did not take any AP tests,0.00,0.15,0.00,0.03,0.03,0.73,0.06,1.00,0.00,0.03
VA,ROANOKE CO PBLC SCHS,VA,CAVE SPRING HIGH,510333001447,2015,Passing some AP tests taken,0,0.09,0,0.03,0.03,0.85,0,1.00,0,0
VA,ROANOKE CO PBLC SCHS,VA,CAVE SPRING HIGH,510333001447,2015,Passing no AP tests taken,0,0.09,0,0,0,0.91,0,1.00,0,0
VA,ROANOKE CO PBLC SCHS,VA,CAVE SPRING HIGH,510333001447,2015,Total Enrollment (Secondary Schools),0.00,0.04,0.00,0.04,0.05,0.84,0.03,1.00,0.12,0.03
VA,ROANOKE CO PBLC SCHS,VA,GLENVAR HIGH,510333001457,2015,Enrollment in AP classes,0.00,0.00,0.02,0.03,0.03,0.89,0.03,1.00,0.00,0.00
VA,ROANOKE CO PBLC SCHS,VA,GLENVAR HIGH,510333001457,2015,Taking AP tests for some AP courses taken,0.00,0.00,0.03,0.05,0.05,0.84,0.03,1.00,0.00,0.00
VA,ROANOKE CO PBLC SCHS,VA,GLENVAR HIGH,510333001457,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.03,0.00,0.03,0.90,0.03,1.00,0.00,0.00
VA,ROANOKE CO PBLC SCHS,VA,GLENVAR HIGH,510333001457,2015,Passing some AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,ROANOKE CO PBLC SCHS,VA,GLENVAR HIGH,510333001457,2015,Passing no AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,ROANOKE CO PBLC SCHS,VA,GLENVAR HIGH,510333001457,2015,Total Enrollment (Secondary Schools),0.00,0.00,0.00,0.02,0.03,0.92,0.02,1.00,0.17,0.01
VA,ROANOKE CO PBLC SCHS,VA,NORTHSIDE HIGH,510333001465,2015,Enrollment in AP classes,0.00,0.05,0.00,0.03,0.11,0.73,0.08,1.00,0.03,0.00
VA,ROANOKE CO PBLC SCHS,VA,NORTHSIDE HIGH,510333001465,2015,Taking AP tests for some AP courses taken,0.00,0.06,0.00,0.03,0.04,0.80,0.06,1.00,0.02,0.00
VA,ROANOKE CO PBLC SCHS,VA,NORTHSIDE HIGH,510333001465,2015,Students who took AP courses but did not take any AP tests,0.00,0.00,0.00,0.05,0.35,0.47,0.13,1.00,0.05,0.00
VA,ROANOKE CO PBLC SCHS,VA,NORTHSIDE HIGH,510333001465,2015,Passing some AP tests taken,0,0.08,0,0,0,0.92,0,1.00,0,0
VA,ROANOKE CO PBLC SCHS,VA,NORTHSIDE HIGH,510333001465,2015,Passing no AP tests taken,0,0.04,0,0.04,0.04,0.84,0.04,1.00,0,0
VA,ROANOKE CO PBLC SCHS,VA,NORTHSIDE HIGH,510333001465,2015,Total Enrollment (Secondary Schools),0.00,0.04,0.00,0.06,0.15,0.68,0.07,1.00,0.14,0.01
VA,ROANOKE CO PBLC SCHS,VA,WILLIAM BYRD HIGH,510333001476,2015,Enrollment in AP classes,0.00,0.01,0.00,0.01,0.04,0.90,0.04,1.00,0.00,0.00
VA,ROANOKE CO PBLC SCHS,VA,WILLIAM BYRD HIGH,510333001476,2015,Taking AP tests for some AP courses taken,0.00,0.03,0.00,0.01,0.03,0.90,0.03,1.00,0.00,0.00
VA,ROANOKE CO PBLC SCHS,VA,WILLIAM BYRD HIGH,510333001476,2015,Students who took AP courses but did not take any AP tests,0.00,0.02,0.00,0.03,0.06,0.84,0.06,1.00,0.00,0.00
VA,ROANOKE CO PBLC SCHS,VA,WILLIAM BYRD HIGH,510333001476,2015,Passing some AP tests taken,0,0,0,0,0.04,0.96,0,1.00,0,0
VA,ROANOKE CO PBLC SCHS,VA,WILLIAM BYRD HIGH,510333001476,2015,Passing no AP tests taken,0,0,0,0,0,1.00,0,1.00,0,0
VA,ROANOKE CO PBLC SCHS,VA,WILLIAM BYRD HIGH,510333001476,2015,Total Enrollment (Secondary Schools),0.00,0.02,0.00,0.03,0.05,0.85,0.05,1.00,0.11,0.01
VA,ROANOKE CO PBLC SCHS,VA,HIDDEN VALLEY HIGH,510333002308,2015,Enrollment in AP classes,0.00,0.09,0.00,0.03,0.02,0.82,0.04,1.00,0.01,0.01
VA,ROANOKE CO PBLC SCHS,VA,HIDDEN VALLEY HIGH,510333002308,2015,Taking AP tests for some AP courses taken,0.00,0.12,0.00,0.03,0.03,0.79,0.03,1.00,0.00,0.01
VA,ROANOKE CO PBLC SCHS,VA,HIDDEN VALLEY HIGH,510333002308,2015,Students who took AP courses but did not take any AP tests,0.00,0.05,0.00,0.05,0.03,0.84,0.03,1.00,0.03,0.01
VA,ROANOKE CO PBLC SCHS,VA,HIDDEN VALLEY HIGH,510333002308,2015,Passing some AP tests taken,0,0.11,0,0.03,0,0.82,0.05,1.00,0,0
VA,ROANOKE CO PBLC SCHS,VA,HIDDEN VALLEY HIGH,510333002308,2015,Passing no AP tests taken,0,0.19,0,0,0,0.81,0,1.00,0,0
VA,ROANOKE CO PBLC SCHS,VA,HIDDEN VALLEY HIGH,510333002308,2015,Total Enrollment (Secondary Schools),0.00,0.07,0.00,0.04,0.04,0.81,0.05,1.00,0.13,0.02
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,JAMESTOWN HIGH,510402001665,2015,Enrollment in AP classes,0.00,0.04,0.00,0.05,0.04,0.82,0.04,1.00,0.01,0.01
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,JAMESTOWN HIGH,510402001665,2015,Taking AP tests for some AP courses taken,0.01,0.03,0.01,0.06,0.03,0.83,0.04,1.00,0.01,0.01
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,JAMESTOWN HIGH,510402001665,2015,Students who took AP courses but did not take any AP tests,0.00,0.03,0.00,0.06,0.06,0.80,0.06,1.00,0.03,0.00
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,JAMESTOWN HIGH,510402001665,2015,Passing some AP tests taken,0,0.04,0,0.05,0.04,0.84,0.04,1.00,0,0
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,JAMESTOWN HIGH,510402001665,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,JAMESTOWN HIGH,510402001665,2015,Total Enrollment (Secondary Schools),0.00,0.03,0.00,0.08,0.11,0.74,0.05,1.00,0.09,0.02
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,LAFAYETTE HIGH,510402001773,2015,Enrollment in AP classes,0.01,0.04,0.00,0.07,0.10,0.74,0.05,1.00,0.02,0.01
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,LAFAYETTE HIGH,510402001773,2015,Taking AP tests for some AP courses taken,0.01,0.04,0.00,0.06,0.06,0.71,0.10,1.00,0.01,0.03
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,LAFAYETTE HIGH,510402001773,2015,Students who took AP courses but did not take any AP tests,0.00,0.05,0.00,0.06,0.12,0.75,0.02,1.00,0.03,0.00
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,LAFAYETTE HIGH,510402001773,2015,Passing some AP tests taken,0,0.03,0,0.07,0.05,0.74,0.11,1.00,0,0
VA,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA,LAFAYETTE HIGH,510402001773,2015,Passing no AP tests taken,0,0,0,0,0,0,0,0,0,0
