Lea State,LEA,School State,School,ID,Year,Category,Total,With State Certification,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total Students,SWD (IDEA-Eligible),LEP
VA,HAMPTON CITY PBLC SCHS,VA,MOTON EARLY CHILDHOOD CENTER,510180000757,2015,Classroom teachers in their second year of teaching,1.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,MOTON EARLY CHILDHOOD CENTER,510180000757,2015,Teachers absent more than 10 days of the school year,4.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,MOTON EARLY CHILDHOOD CENTER,510180000757,2015,Teachers employed during current school year,15.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,MOTON EARLY CHILDHOOD CENTER,510180000757,2015,Teachers employed during both the current and previous school year,13.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,MOTON EARLY CHILDHOOD CENTER,510180000757,2015,High-School Counselors,0.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,MOTON EARLY CHILDHOOD CENTER,510180000757,2015,Total enrollment,,,2.00,2.00,0.00,28.00,154.00,46.00,16.00,248.00,20.00,0.00
VA,HAMPTON CITY PBLC SCHS,VA,SAMUEL P. LANGLEY ELEM,510180000758,2015,Classroom Teachers,38.00,37.00,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,SAMUEL P. LANGLEY ELEM,510180000758,2015,Classroom teachers in their first year of teaching,2.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,SAMUEL P. LANGLEY ELEM,510180000758,2015,Classroom teachers in their second year of teaching,3.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,SAMUEL P. LANGLEY ELEM,510180000758,2015,Teachers absent more than 10 days of the school year,13.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,SAMUEL P. LANGLEY ELEM,510180000758,2015,Teachers employed during current school year,38.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,SAMUEL P. LANGLEY ELEM,510180000758,2015,Teachers employed during both the current and previous school year,38.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,SAMUEL P. LANGLEY ELEM,510180000758,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,SAMUEL P. LANGLEY ELEM,510180000758,2015,Total enrollment,,,4.00,55.00,2.00,85.00,124.00,217.00,43.00,530.00,59.00,166.00
VA,HAMPTON CITY PBLC SCHS,VA,THOMAS EATON MIDDLE,510180000760,2015,Classroom Teachers,48.00,43.00,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,THOMAS EATON MIDDLE,510180000760,2015,Classroom teachers in their first year of teaching,2.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,THOMAS EATON MIDDLE,510180000760,2015,Classroom teachers in their second year of teaching,3.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,THOMAS EATON MIDDLE,510180000760,2015,Teachers absent more than 10 days of the school year,16.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,THOMAS EATON MIDDLE,510180000760,2015,Teachers employed during current school year,49.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,THOMAS EATON MIDDLE,510180000760,2015,Teachers employed during both the current and previous school year,49.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,THOMAS EATON MIDDLE,510180000760,2015,High-School Counselors,2.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,THOMAS EATON MIDDLE,510180000760,2015,Total enrollment,,,4.00,16.00,0.00,25.00,445.00,118.00,46.00,654.00,80.00,2.00
VA,HAMPTON CITY PBLC SCHS,VA,TUCKER-CAPPS ELEM,510180000761,2015,Classroom Teachers,25.00,24.00,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,TUCKER-CAPPS ELEM,510180000761,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,TUCKER-CAPPS ELEM,510180000761,2015,Classroom teachers in their second year of teaching,1.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,TUCKER-CAPPS ELEM,510180000761,2015,Teachers absent more than 10 days of the school year,17.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,TUCKER-CAPPS ELEM,510180000761,2015,Teachers employed during current school year,25.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,TUCKER-CAPPS ELEM,510180000761,2015,Teachers employed during both the current and previous school year,26.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,TUCKER-CAPPS ELEM,510180000761,2015,High-School Counselors,0.50,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,TUCKER-CAPPS ELEM,510180000761,2015,Total enrollment,,,4.00,4.00,0.00,19.00,193.00,115.00,37.00,372.00,41.00,7.00
VA,HAMPTON CITY PBLC SCHS,VA,WILLIAM MASON COOPER ELEM,510180000763,2015,Classroom Teachers,27.00,26.00,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,WILLIAM MASON COOPER ELEM,510180000763,2015,Classroom teachers in their first year of teaching,4.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,WILLIAM MASON COOPER ELEM,510180000763,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,WILLIAM MASON COOPER ELEM,510180000763,2015,Teachers absent more than 10 days of the school year,13.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,WILLIAM MASON COOPER ELEM,510180000763,2015,Teachers employed during current school year,27.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,WILLIAM MASON COOPER ELEM,510180000763,2015,Teachers employed during both the current and previous school year,27.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,WILLIAM MASON COOPER ELEM,510180000763,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,WILLIAM MASON COOPER ELEM,510180000763,2015,Total enrollment,,,2.00,4.00,0.00,22.00,331.00,43.00,31.00,433.00,29.00,4.00
VA,HAMPTON CITY PBLC SCHS,VA,FRANCIS W. JONES MAGNET MIDDLE,510180001890,2015,Classroom Teachers,47.00,45.00,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,FRANCIS W. JONES MAGNET MIDDLE,510180001890,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,FRANCIS W. JONES MAGNET MIDDLE,510180001890,2015,Classroom teachers in their second year of teaching,0.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,FRANCIS W. JONES MAGNET MIDDLE,510180001890,2015,Teachers absent more than 10 days of the school year,25.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,FRANCIS W. JONES MAGNET MIDDLE,510180001890,2015,Teachers employed during current school year,48.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,FRANCIS W. JONES MAGNET MIDDLE,510180001890,2015,Teachers employed during both the current and previous school year,48.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,FRANCIS W. JONES MAGNET MIDDLE,510180001890,2015,High-School Counselors,2.00,,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,FRANCIS W. JONES MAGNET MIDDLE,510180001890,2015,Total enrollment,,,2.00,19.00,4.00,58.00,280.00,295.00,40.00,698.00,56.00,2.00
VA,LOUDOUN CO PBLC SCHS,VA,CREIGHTON'S CORNER ELEM,510225002773,2015,Classroom Teachers,68.00,68.00,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,CREIGHTON'S CORNER ELEM,510225002773,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,CREIGHTON'S CORNER ELEM,510225002773,2015,Classroom teachers in their second year of teaching,10.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,CREIGHTON'S CORNER ELEM,510225002773,2015,Teachers absent more than 10 days of the school year,4.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,CREIGHTON'S CORNER ELEM,510225002773,2015,Teachers employed during current school year,68.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,CREIGHTON'S CORNER ELEM,510225002773,2015,Teachers employed during both the current and previous school year,54.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,CREIGHTON'S CORNER ELEM,510225002773,2015,High-School Counselors,3.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,CREIGHTON'S CORNER ELEM,510225002773,2015,Total enrollment,,,13.00,511.00,0.00,58.00,49.00,607.00,61.00,1299.00,95.00,97.00
VA,LOUDOUN CO PBLC SCHS,VA,LIBERTY ELEM,510225002774,2015,Classroom Teachers,61.50,61.50,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,LIBERTY ELEM,510225002774,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,LIBERTY ELEM,510225002774,2015,Classroom teachers in their second year of teaching,3.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,LIBERTY ELEM,510225002774,2015,Teachers absent more than 10 days of the school year,9.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,LIBERTY ELEM,510225002774,2015,Teachers employed during current school year,62.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,LIBERTY ELEM,510225002774,2015,Teachers employed during both the current and previous school year,56.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,LIBERTY ELEM,510225002774,2015,High-School Counselors,2.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,LIBERTY ELEM,510225002774,2015,Total enrollment,,,4.00,457.00,0.00,79.00,55.00,361.00,49.00,1005.00,68.00,82.00
VA,LOUDOUN CO PBLC SCHS,VA,STEUART W. WELLER ELEM,510225002776,2015,Classroom Teachers,61.80,61.80,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,STEUART W. WELLER ELEM,510225002776,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,STEUART W. WELLER ELEM,510225002776,2015,Classroom teachers in their second year of teaching,5.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,STEUART W. WELLER ELEM,510225002776,2015,Teachers absent more than 10 days of the school year,5.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,STEUART W. WELLER ELEM,510225002776,2015,Teachers employed during current school year,62.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,STEUART W. WELLER ELEM,510225002776,2015,Teachers employed during both the current and previous school year,52.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,STEUART W. WELLER ELEM,510225002776,2015,High-School Counselors,1.60,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,STEUART W. WELLER ELEM,510225002776,2015,Total enrollment,,,4.00,190.00,2.00,154.00,88.00,403.00,49.00,890.00,92.00,142.00
VA,LOUDOUN CO PBLC SCHS,VA,KENNETH W CULBERT ELEM,510225002809,2015,Classroom Teachers,39.80,39.80,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,KENNETH W CULBERT ELEM,510225002809,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,KENNETH W CULBERT ELEM,510225002809,2015,Classroom teachers in their second year of teaching,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,KENNETH W CULBERT ELEM,510225002809,2015,Teachers absent more than 10 days of the school year,4.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,KENNETH W CULBERT ELEM,510225002809,2015,Teachers employed during current school year,40.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,KENNETH W CULBERT ELEM,510225002809,2015,Teachers employed during both the current and previous school year,40.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,KENNETH W CULBERT ELEM,510225002809,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,KENNETH W CULBERT ELEM,510225002809,2015,Total enrollment,,,0.00,16.00,0.00,28.00,7.00,379.00,22.00,452.00,83.00,22.00
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Classroom Teachers,120.89,120.89,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Classroom teachers in their second year of teaching,5.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Teachers absent more than 10 days of the school year,12.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Teachers employed during current school year,122.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Teachers employed during both the current and previous school year,116.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,High-School Counselors,5.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,WOODGROVE HIGH,510225002812,2015,Total enrollment,,,4.00,52.00,2.00,103.00,58.00,1297.00,34.00,1550.00,209.00,10.00
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Classroom Teachers,130.79,130.79,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Classroom teachers in their second year of teaching,2.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Teachers absent more than 10 days of the school year,7.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Teachers employed during current school year,131.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Teachers employed during both the current and previous school year,117.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,High-School Counselors,5.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TUSCARORA HIGH,510225002817,2015,Total enrollment,,,4.00,118.00,2.00,367.00,151.00,895.00,94.00,1631.00,179.00,109.00
VA,LOUDOUN CO PBLC SCHS,VA,HARMONY MIDDLE,510225002831,2015,Classroom Teachers,81.00,81.00,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,HARMONY MIDDLE,510225002831,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,HARMONY MIDDLE,510225002831,2015,Classroom teachers in their second year of teaching,2.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,HARMONY MIDDLE,510225002831,2015,Teachers absent more than 10 days of the school year,11.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,HARMONY MIDDLE,510225002831,2015,Teachers employed during current school year,82.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,HARMONY MIDDLE,510225002831,2015,Teachers employed during both the current and previous school year,80.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,HARMONY MIDDLE,510225002831,2015,High-School Counselors,3.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,HARMONY MIDDLE,510225002831,2015,Total enrollment,,,4.00,31.00,0.00,82.00,28.00,904.00,40.00,1089.00,167.00,10.00
VA,LOUDOUN CO PBLC SCHS,VA,BUFFALO TRAIL ELEM,510225002832,2015,Classroom Teachers,65.00,65.00,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,BUFFALO TRAIL ELEM,510225002832,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,BUFFALO TRAIL ELEM,510225002832,2015,Classroom teachers in their second year of teaching,12.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,BUFFALO TRAIL ELEM,510225002832,2015,Teachers absent more than 10 days of the school year,2.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,BUFFALO TRAIL ELEM,510225002832,2015,Teachers employed during current school year,65.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,BUFFALO TRAIL ELEM,510225002832,2015,Teachers employed during both the current and previous school year,47.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,BUFFALO TRAIL ELEM,510225002832,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,BUFFALO TRAIL ELEM,510225002832,2015,Total enrollment,,,8.00,328.00,2.00,88.00,82.00,475.00,55.00,1038.00,116.00,121.00
VA,LOUDOUN CO PBLC SCHS,VA,J MICHAEL LUNSFORD MIDDLE,510225002853,2015,Classroom Teachers,102.00,102.00,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,J MICHAEL LUNSFORD MIDDLE,510225002853,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,J MICHAEL LUNSFORD MIDDLE,510225002853,2015,Classroom teachers in their second year of teaching,5.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,J MICHAEL LUNSFORD MIDDLE,510225002853,2015,Teachers absent more than 10 days of the school year,4.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,J MICHAEL LUNSFORD MIDDLE,510225002853,2015,Teachers employed during current school year,102.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,J MICHAEL LUNSFORD MIDDLE,510225002853,2015,Teachers employed during both the current and previous school year,90.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,J MICHAEL LUNSFORD MIDDLE,510225002853,2015,High-School Counselors,4.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,J MICHAEL LUNSFORD MIDDLE,510225002853,2015,Total enrollment,,,4.00,454.00,4.00,136.00,79.00,745.00,82.00,1504.00,164.00,34.00
VA,LOUDOUN CO PBLC SCHS,VA,FREDERICK DOUGLASS ELEM,510225002864,2015,Classroom Teachers,59.50,59.50,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,FREDERICK DOUGLASS ELEM,510225002864,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,FREDERICK DOUGLASS ELEM,510225002864,2015,Classroom teachers in their second year of teaching,4.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,FREDERICK DOUGLASS ELEM,510225002864,2015,Teachers absent more than 10 days of the school year,0.50,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,FREDERICK DOUGLASS ELEM,510225002864,2015,Teachers employed during current school year,60.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,FREDERICK DOUGLASS ELEM,510225002864,2015,Teachers employed during both the current and previous school year,56.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,FREDERICK DOUGLASS ELEM,510225002864,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,FREDERICK DOUGLASS ELEM,510225002864,2015,Total enrollment,,,10.00,118.00,2.00,175.00,112.00,271.00,49.00,737.00,110.00,148.00
VA,LOUDOUN CO PBLC SCHS,VA,JOHN CHAMPE HS,510225002865,2015,Classroom Teachers,108.40,107.40,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,JOHN CHAMPE HS,510225002865,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,JOHN CHAMPE HS,510225002865,2015,Classroom teachers in their second year of teaching,8.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,JOHN CHAMPE HS,510225002865,2015,Teachers absent more than 10 days of the school year,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,JOHN CHAMPE HS,510225002865,2015,Teachers employed during current school year,109.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,JOHN CHAMPE HS,510225002865,2015,Teachers employed during both the current and previous school year,86.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,JOHN CHAMPE HS,510225002865,2015,High-School Counselors,5.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,JOHN CHAMPE HS,510225002865,2015,Total enrollment,,,7.00,439.00,4.00,130.00,169.00,682.00,82.00,1513.00,140.00,46.00
VA,LOUDOUN CO PBLC SCHS,VA,MOOREFIELD STATION ELEM,510225002954,2015,Classroom Teachers,73.00,72.00,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MOOREFIELD STATION ELEM,510225002954,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MOOREFIELD STATION ELEM,510225002954,2015,Classroom teachers in their second year of teaching,4.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MOOREFIELD STATION ELEM,510225002954,2015,Teachers absent more than 10 days of the school year,3.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MOOREFIELD STATION ELEM,510225002954,2015,Teachers employed during current school year,73.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MOOREFIELD STATION ELEM,510225002954,2015,Teachers employed during both the current and previous school year,66.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MOOREFIELD STATION ELEM,510225002954,2015,High-School Counselors,2.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MOOREFIELD STATION ELEM,510225002954,2015,Total enrollment,,,4.00,556.00,4.00,61.00,61.00,373.00,58.00,1117.00,131.00,97.00
VA,LOUDOUN CO PBLC SCHS,VA,DISCOVERY ELEM,510225002955,2015,Classroom Teachers,63.00,63.00,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,DISCOVERY ELEM,510225002955,2015,Classroom teachers in their first year of teaching,0.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,DISCOVERY ELEM,510225002955,2015,Classroom teachers in their second year of teaching,9.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,DISCOVERY ELEM,510225002955,2015,Teachers absent more than 10 days of the school year,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,DISCOVERY ELEM,510225002955,2015,Teachers employed during current school year,64.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,DISCOVERY ELEM,510225002955,2015,Teachers employed during both the current and previous school year,54.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,DISCOVERY ELEM,510225002955,2015,High-School Counselors,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,DISCOVERY ELEM,510225002955,2015,Total enrollment,,,4.00,313.00,2.00,115.00,79.00,322.00,37.00,872.00,98.00,169.00
VA,LOUDOUN CO PBLC SCHS,VA,TRAILSIDE MIDDLE,510225002965,2015,Classroom Teachers,83.50,82.50,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TRAILSIDE MIDDLE,510225002965,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TRAILSIDE MIDDLE,510225002965,2015,Classroom teachers in their second year of teaching,8.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TRAILSIDE MIDDLE,510225002965,2015,Teachers absent more than 10 days of the school year,2.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TRAILSIDE MIDDLE,510225002965,2015,Teachers employed during current school year,84.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TRAILSIDE MIDDLE,510225002965,2015,Teachers employed during both the current and previous school year,70.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TRAILSIDE MIDDLE,510225002965,2015,High-School Counselors,3.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,TRAILSIDE MIDDLE,510225002965,2015,Total enrollment,,,0.00,184.00,0.00,139.00,73.00,730.00,61.00,1187.00,122.00,25.00
VA,LOUDOUN CO PBLC SCHS,VA,ROCK RIDGE HIGH,510225002969,2015,Classroom Teachers,104.59,104.59,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,ROCK RIDGE HIGH,510225002969,2015,Classroom teachers in their first year of teaching,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,ROCK RIDGE HIGH,510225002969,2015,Classroom teachers in their second year of teaching,12.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,ROCK RIDGE HIGH,510225002969,2015,Teachers absent more than 10 days of the school year,3.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,ROCK RIDGE HIGH,510225002969,2015,Teachers employed during current school year,107.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,ROCK RIDGE HIGH,510225002969,2015,Teachers employed during both the current and previous school year,89.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,ROCK RIDGE HIGH,510225002969,2015,High-School Counselors,4.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,ROCK RIDGE HIGH,510225002969,2015,Total enrollment,,,2.00,442.00,0.00,130.00,160.00,529.00,67.00,1330.00,122.00,40.00
VA,LOUDOUN CO PBLC SCHS,VA,MIDDLEBURG COMMUNITY CHARTER,510225002970,2015,Classroom Teachers,8.50,8.50,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MIDDLEBURG COMMUNITY CHARTER,510225002970,2015,Classroom teachers in their first year of teaching,0.50,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MIDDLEBURG COMMUNITY CHARTER,510225002970,2015,Classroom teachers in their second year of teaching,1.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MIDDLEBURG COMMUNITY CHARTER,510225002970,2015,Teachers absent more than 10 days of the school year,0.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MIDDLEBURG COMMUNITY CHARTER,510225002970,2015,Teachers employed during current school year,10.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MIDDLEBURG COMMUNITY CHARTER,510225002970,2015,Teachers employed during both the current and previous school year,4.00,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MIDDLEBURG COMMUNITY CHARTER,510225002970,2015,High-School Counselors,0.25,,,,,,,,,,,
VA,LOUDOUN CO PBLC SCHS,VA,MIDDLEBURG COMMUNITY CHARTER,510225002970,2015,Total enrollment,,,0.00,7.00,0.00,10.00,7.00,85.00,7.00,116.00,8.00,4.00
VA,LOUDOUN CO PBLC SCHS,VA,CARDINAL RIDGE ELEM,510225002980,2015,Classroom Teachers,58.50,56.50,,,,,,,,,,
