Lea State,LEA,School State,School,ID,Year,Category,Yes/No,Male,Female,Total,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total
VA,RICHMOND CITY PBLC SCHS,VA,THOMAS JEFFERSON HIGH,510324002070,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.02,0.37,0.12,0.00,0.52
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND CAREER EDUCATION & EMPLOYMENT (CHARTER SCHOOL),510324002966,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND CAREER EDUCATION & EMPLOYMENT (CHARTER SCHOOL),510324002966,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND CAREER EDUCATION & EMPLOYMENT (CHARTER SCHOOL),510324002966,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND CAREER EDUCATION & EMPLOYMENT (CHARTER SCHOOL),510324002966,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND CAREER EDUCATION & EMPLOYMENT (CHARTER SCHOOL),510324002966,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.07,0.61,0.07,0.00,0.75
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND CAREER EDUCATION & EMPLOYMENT (CHARTER SCHOOL),510324002966,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.07,0.18,0.00,0.00,0.25
VA,RICHMOND CITY PBLC SCHS,VA,AMELIA STREET SP. ED.,510324001352,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,AMELIA STREET SP. ED.,510324001352,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,AMELIA STREET SP. ED.,510324001352,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,AMELIA STREET SP. ED.,510324001352,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,AMELIA STREET SP. ED.,510324001352,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.03,0.00,0.03,0.52,0.03,0.03,0.66
VA,RICHMOND CITY PBLC SCHS,VA,AMELIA STREET SP. ED.,510324001352,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.03,0.28,0.03,0.00,0.34
VA,RICHMOND CITY PBLC SCHS,VA,JOHN MARSHALL HIGH,510324002080,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,JOHN MARSHALL HIGH,510324002080,2015,Single-sex teams,,0.48,0.52,1.00,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,JOHN MARSHALL HIGH,510324002080,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,JOHN MARSHALL HIGH,510324002080,2015,Participants on single-sex teams,,0.58,0.42,1.00,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,JOHN MARSHALL HIGH,510324002080,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.48,0.03,0.00,0.51
VA,RICHMOND CITY PBLC SCHS,VA,JOHN MARSHALL HIGH,510324002080,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.44,0.03,0.00,0.49
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND ALTERNATIVE,510324002307,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND ALTERNATIVE,510324002307,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND ALTERNATIVE,510324002307,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND ALTERNATIVE,510324002307,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND ALTERNATIVE,510324002307,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.01,0.57,0.01,0.00,0.60
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND ALTERNATIVE,510324002307,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.40,0.00,0.00,0.40
VA,RICHMOND CITY PBLC SCHS,VA,HUGUENOT HIGH,510324002083,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,HUGUENOT HIGH,510324002083,2015,Single-sex teams,,0.48,0.52,1.00,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,HUGUENOT HIGH,510324002083,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,HUGUENOT HIGH,510324002083,2015,Participants on single-sex teams,,0.57,0.43,1.00,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,HUGUENOT HIGH,510324002083,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.16,0.33,0.03,0.00,0.52
VA,RICHMOND CITY PBLC SCHS,VA,HUGUENOT HIGH,510324002083,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.12,0.33,0.03,0.00,0.48
VA,RICHMOND CITY PBLC SCHS,VA,OPEN HIGH,510324001373,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,OPEN HIGH,510324001373,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,OPEN HIGH,510324001373,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,OPEN HIGH,510324001373,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,OPEN HIGH,510324001373,2015,Total Enrollment (Secondary Schools)-male,,,,,0.01,0.01,0.00,0.03,0.13,0.21,0.01,0.39
VA,RICHMOND CITY PBLC SCHS,VA,OPEN HIGH,510324001373,2015,Total Enrollment (Secondary Schools)-female,,,,,0.03,0.01,0.00,0.01,0.36,0.17,0.03,0.61
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND COMMUNITY HIGH,510324002075,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND COMMUNITY HIGH,510324002075,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND COMMUNITY HIGH,510324002075,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND COMMUNITY HIGH,510324002075,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND COMMUNITY HIGH,510324002075,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.02,0.26,0.07,0.01,0.37
VA,RICHMOND CITY PBLC SCHS,VA,RICHMOND COMMUNITY HIGH,510324002075,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.01,0.55,0.06,0.01,0.63
VA,RICHMOND CITY PBLC SCHS,VA,ARMSTRONG HIGH,510324002082,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,ARMSTRONG HIGH,510324002082,2015,Single-sex teams,,0.48,0.52,1.00,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,ARMSTRONG HIGH,510324002082,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,ARMSTRONG HIGH,510324002082,2015,Participants on single-sex teams,,0.61,0.39,1.00,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,ARMSTRONG HIGH,510324002082,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.01,0.47,0.01,0.00,0.49
VA,RICHMOND CITY PBLC SCHS,VA,ARMSTRONG HIGH,510324002082,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.49,0.01,0.00,0.51
VA,RICHMOND CITY PBLC SCHS,VA,FRANKLIN MILITARY ACADEMY,510324002214,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,FRANKLIN MILITARY ACADEMY,510324002214,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,FRANKLIN MILITARY ACADEMY,510324002214,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,FRANKLIN MILITARY ACADEMY,510324002214,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,RICHMOND CITY PBLC SCHS,VA,FRANKLIN MILITARY ACADEMY,510324002214,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.01,0.49,0.01,0.00,0.51
VA,RICHMOND CITY PBLC SCHS,VA,FRANKLIN MILITARY ACADEMY,510324002214,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.45,0.02,0.01,0.49
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Participants on single-sex teams,,0.63,0.37,1.00,,,,,,,,
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.01,0.32,0.12,0.00,0.47
VA,GREENSVILLE CO PBLC SCHS,VA,GREENSVILLE COUNTY HIGH,510174000706,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.01,0.37,0.13,0.00,0.53
VA,HALIFAX CO PBLC SCHS,VA,HALIFAX COUNTY HIGH,510177001848,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,HALIFAX COUNTY HIGH,510177001848,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,HALIFAX COUNTY HIGH,510177001848,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,HALIFAX COUNTY HIGH,510177001848,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,HALIFAX CO PBLC SCHS,VA,HALIFAX COUNTY HIGH,510177001848,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.22,0.26,0.00,0.51
VA,HALIFAX CO PBLC SCHS,VA,HALIFAX COUNTY HIGH,510177001848,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.23,0.24,0.01,0.49
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Single-sex teams,,0.48,0.52,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Participants on single-sex teams,,0.51,0.49,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.02,0.37,0.06,0.02,0.48
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON HIGH,510180000742,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.02,0.00,0.03,0.39,0.05,0.03,0.52
VA,HAMPTON CITY PBLC SCHS,VA,BETHEL HIGH,510180000731,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,BETHEL HIGH,510180000731,2015,Single-sex teams,,0.50,0.50,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,BETHEL HIGH,510180000731,2015,Single-sex sports,,0.50,0.50,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,BETHEL HIGH,510180000731,2015,Participants on single-sex teams,,0.56,0.44,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,BETHEL HIGH,510180000731,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.03,0.33,0.10,0.03,0.49
VA,HAMPTON CITY PBLC SCHS,VA,BETHEL HIGH,510180000731,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.03,0.34,0.10,0.03,0.51
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.03,0.24,0.24,0.00,0.51
VA,HAMPTON CITY PBLC SCHS,VA,HAMPTON PERFORMANCE LEARNING CENTER,510180099998,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.03,0.00,0.00,0.24,0.20,0.03,0.49
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Total Enrollment (Secondary Schools)-male,,,,,0.04,0.00,0.00,0.00,0.63,0.04,0.04,0.73
VA,HAMPTON CITY PBLC SCHS,VA,BRIDGEPORT ACADEMY,510180099997,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.20,0.04,0.04,0.27
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Single-sex teams,,0.46,0.54,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Single-sex sports,,0.46,0.54,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Participants on single-sex teams,,0.56,0.44,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.03,0.38,0.11,0.02,0.55
VA,HAMPTON CITY PBLC SCHS,VA,PHOEBUS HIGH,510180000755,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.02,0.31,0.09,0.02,0.45
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Single-sex teams,,0.48,0.52,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Participants on single-sex teams,,0.53,0.47,1.00,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.02,0.22,0.22,0.02,0.51
VA,HAMPTON CITY PBLC SCHS,VA,KECOUGHTAN HIGH,510180000747,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.02,0.00,0.02,0.19,0.23,0.03,0.49
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.30,0.13,0.00,0.44
VA,HAMPTON CITY PBLC SCHS,VA,CAMPUS AT LEE,510180099996,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.05,0.19,0.28,0.05,0.56
VA,HANOVER CO PBLC SCHS,VA,ATLEE HIGH,510183000114,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,ATLEE HIGH,510183000114,2015,Single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,ATLEE HIGH,510183000114,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,ATLEE HIGH,510183000114,2015,Participants on single-sex teams,,0.55,0.45,1.00,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,ATLEE HIGH,510183000114,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.01,0.04,0.44,0.01,0.52
VA,HANOVER CO PBLC SCHS,VA,ATLEE HIGH,510183000114,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.02,0.03,0.41,0.01,0.48
VA,HANOVER CO PBLC SCHS,VA,PATRICK HENRY HIGH,510183000776,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,PATRICK HENRY HIGH,510183000776,2015,Single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,PATRICK HENRY HIGH,510183000776,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,PATRICK HENRY HIGH,510183000776,2015,Participants on single-sex teams,,0.57,0.43,1.00,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,PATRICK HENRY HIGH,510183000776,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.02,0.08,0.40,0.01,0.52
VA,HANOVER CO PBLC SCHS,VA,PATRICK HENRY HIGH,510183000776,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.02,0.06,0.38,0.01,0.48
VA,HANOVER CO PBLC SCHS,VA,LEE DAVIS HIGH,510183000772,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,LEE DAVIS HIGH,510183000772,2015,Single-sex teams,,0.54,0.46,1.00,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,LEE DAVIS HIGH,510183000772,2015,Single-sex sports,,0.52,0.48,1.00,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,LEE DAVIS HIGH,510183000772,2015,Participants on single-sex teams,,0.59,0.41,1.00,,,,,,,,
VA,HANOVER CO PBLC SCHS,VA,LEE DAVIS HIGH,510183000772,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.02,0.06,0.42,0.01,0.53
VA,HANOVER CO PBLC SCHS,VA,LEE DAVIS HIGH,510183000772,2015,Total Enrollment (Secondary Schools)-female,,,,,0.01,0.01,0.00,0.01,0.05,0.39,0.01,0.47
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATES ALTERNATIVE HIGH SCH. PRGM.,510364001190,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATES ALTERNATIVE HIGH SCH. PRGM.,510364001190,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATES ALTERNATIVE HIGH SCH. PRGM.,510364001190,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATES ALTERNATIVE HIGH SCH. PRGM.,510364001190,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATES ALTERNATIVE HIGH SCH. PRGM.,510364001190,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.06,0.31,0.22,0.06,0.64
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATES ALTERNATIVE HIGH SCH. PRGM.,510364001190,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.06,0.31,0.00,0.36
VA,SPOTSYLVANIA CO PBLC SCHS,VA,RIVERBEND HIGH,510364002462,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,RIVERBEND HIGH,510364002462,2015,Single-sex teams,,0.49,0.51,1.00,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,RIVERBEND HIGH,510364002462,2015,Single-sex sports,,0.48,0.52,1.00,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,RIVERBEND HIGH,510364002462,2015,Participants on single-sex teams,,0.57,0.43,1.00,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,RIVERBEND HIGH,510364002462,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.01,0.00,0.06,0.07,0.35,0.02,0.52
VA,SPOTSYLVANIA CO PBLC SCHS,VA,RIVERBEND HIGH,510364002462,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.05,0.06,0.32,0.03,0.48
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATEWAY ACADEMY,510364002821,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATEWAY ACADEMY,510364002821,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATEWAY ACADEMY,510364002821,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATEWAY ACADEMY,510364002821,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATEWAY ACADEMY,510364002821,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00
VA,SPOTSYLVANIA CO PBLC SCHS,VA,GATEWAY ACADEMY,510364002821,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VA,SPOTSYLVANIA CO PBLC SCHS,VA,JOHN J. WRIGHT ED. AND CULTURAL CTR.,510364002793,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,JOHN J. WRIGHT ED. AND CULTURAL CTR.,510364002793,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,JOHN J. WRIGHT ED. AND CULTURAL CTR.,510364002793,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,JOHN J. WRIGHT ED. AND CULTURAL CTR.,510364002793,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,JOHN J. WRIGHT ED. AND CULTURAL CTR.,510364002793,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.13,0.29,0.29,0.05,0.76
VA,SPOTSYLVANIA CO PBLC SCHS,VA,JOHN J. WRIGHT ED. AND CULTURAL CTR.,510364002793,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.05,0.13,0.05,0.24
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTHOUSE ACADEMY PRGM.,510364002749,2015,Has interscholastic athletics,No,,,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTHOUSE ACADEMY PRGM.,510364002749,2015,Single-sex teams,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTHOUSE ACADEMY PRGM.,510364002749,2015,Single-sex sports,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTHOUSE ACADEMY PRGM.,510364002749,2015,Participants on single-sex teams,,0,0,0,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTHOUSE ACADEMY PRGM.,510364002749,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.00,0.00,0.45,0.18,0.64
VA,SPOTSYLVANIA CO PBLC SCHS,VA,COURTHOUSE ACADEMY PRGM.,510364002749,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.36
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Has interscholastic athletics,Yes,,,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Single-sex teams,,0.44,0.56,1.00,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Single-sex sports,,0.47,0.53,1.00,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Participants on single-sex teams,,0.49,0.51,1.00,,,,,,,,
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Total Enrollment (Secondary Schools)-male,,,,,0.00,0.00,0.00,0.02,0.07,0.39,0.03,0.51
VA,SPOTSYLVANIA CO PBLC SCHS,VA,SPOTSYLVANIA HIGH,510364001593,2015,Total Enrollment (Secondary Schools)-female,,,,,0.00,0.01,0.00,0.03,0.05,0.38,0.03,0.49
